century	word	freq_normal
17	calamus	1.464e-05
17	sweetestsmelle	1.464e-05
17	trine	1.464e-05
17	erousfame	1.464e-05
17	odourof	1.464e-05
17	tiferous	1.464e-05
17	noysomness	1.464e-05
17	garish	1.464e-05
17	oxymell	1.464e-05
17	odourous	1.464e-05
17	teem	1.464e-05
17	odotous	1.464e-05
17	odoro	1.464e-05
17	fluous	1.464e-05
17	feer	1.464e-05
17	tardy	1.464e-05
17	louzey	1.464e-05
17	parfumé	1.464e-05
17	week	1.464e-05
17	smellnot	1.464e-05
17	withfoetid	1.464e-05
17	theeffluvium	1.464e-05
17	scentof	1.464e-05
17	excelleth	1.464e-05
17	factitious	1.464e-05
17	appetitious	1.464e-05
17	perfet	1.464e-05
17	unmeasur	1.464e-05
17	breathd	1.464e-05
17	corrosive	1.464e-05
17	ornament	1.464e-05
17	cansmell	1.464e-05
17	putrefaction	1.464e-05
17	nosed	1.464e-05
17	emparfumer	1.464e-05
17	odoration	1.464e-05
17	odoré	1.464e-05
17	odoriferousliquour	1.464e-05
17	officious	1.464e-05
17	bilious	1.464e-05
17	pleasantsmell	1.464e-05
17	astrong	1.464e-05
17	acrimonius	1.464e-05
17	dittie	1.464e-05
17	ofodour	1.464e-05
17	splendor	1.464e-05
17	sneez	1.464e-05
17	scorch	1.464e-05
17	kiss	1.464e-05
17	loth	1.464e-05
17	phlegm	1.464e-05
17	insipid	1.464e-05
17	exatick	1.464e-05
